SITE,PLOT,TRT,TRT2,SPP,REP,DATE,SAMP,Ht,FBD,BD,Mortality,Notes
ITEXJ,2,OTC,COMP,GREAUS,24GC,15/05/2010,0,67.8,2.2,2,0,
ITEXJ,2,OTC,COMP,GREAUS,24GC,22/11/2010,1,67.91,2.73,2.45,0,
ITEXJ,2,OTC,COMP,GREAUS,24GC,25/04/2011,2,96.34,3.19,3.39,0,
ITEXJ,2,OTC,COMP,GREAUS,24GC,30/10/2011,3,98.31,3.51,3.06,0,
ITEXJ,2,OTC,COMP,GREAUS,24GC,8/05/2012,4,110.32,4.16,4.17,0,
ITEXJ,2,OTC,COMP,GREAUS,24GC,5/11/2012,5,113.92,5.19,4.48,0,near peg 2
ITEXJ,2,OTC,COMP,GREAUS,24GC,13/04/2013,6,136.65,5.64,5.25,0,near peg 2
ITEXJ,2,OTC,NORMAL,PHESQU,24PH,15/05/2010,0,48.4,1.5,1.3,0,
ITEXJ,2,OTC,NORMAL,PHESQU,24PH,22/11/2010,1,55.46,1.63,1.22,0,
ITEXJ,2,OTC,NORMAL,PHESQU,24PH,25/04/2011,2,62.47,1.96,1.79,0,
ITEXJ,2,OTC,NORMAL,PHESQU,24PH,30/10/2011,3,65.03,1.76,1.48,0,
ITEXJ,2,OTC,NORMAL,PHESQU,24PH,8/05/2012,4,77.5,2.14,1.7,0,
ITEXJ,2,OTC,NORMAL,PHESQU,24PH,5/11/2012,5,75.23,2.55,1.92,0,
ITEXJ,2,OTC,NORMAL,PHESQU,24PH,13/04/2013,6,80.66,2.47,1.95,0,
ITEXJ,2,OTC,NORMAL,PROCUN,24PR,15/05/2010,0,50.5,1.5,1.4,0,
ITEXJ,2,OTC,NORMAL,PROCUN,24PR,22/11/2010,1,63.38,1,1.67,0,
ITEXJ,2,OTC,NORMAL,PROCUN,24PR,25/04/2011,2,94.06,2.37,2.34,0,
ITEXJ,2,OTC,NORMAL,PROCUN,24PR,30/10/2011,3,95.91,2.41,2.49,0,
ITEXJ,2,OTC,NORMAL,PROCUN,24PR,8/05/2012,4,128.95,3.11,2.93,0,
ITEXJ,2,OTC,NORMAL,PROCUN,24PR,5/11/2012,5,135.38,3.16,3.61,0,
ITEXJ,2,OTC,NORMAL,PROCUN,24PR,13/04/2013,6,161.05,4.07,3.44,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,31A,15/05/2010,0,46,0.8,0.6,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,31A,22/11/2010,1,44.07,1.32,0.63,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,31A,25/04/2011,2,69.01,1.86,1,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,31A,30/10/2011,3,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,ASTTRY,31A,8/05/2012,4,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,ASTTRY,31A,5/11/2012,5,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,ASTTRY,31A,13/04/2013,6,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,GREAUS,31G,15/05/2010,0,101.5,2.1,1.8,0,
ITEXJ,3,CTL,NORMAL,GREAUS,31G,22/11/2010,1,112.45,2.32,1.97,0,
ITEXJ,3,CTL,NORMAL,GREAUS,31G,25/04/2011,2,121.44,2.87,2.64,0,NEAR POA TUSSOCK
ITEXJ,3,CTL,NORMAL,GREAUS,31G,30/10/2011,3,122.42,2.59,2.49,0,NEAR POA TUSSOCK
ITEXJ,3,CTL,NORMAL,GREAUS,31G,8/05/2012,4,122.42,2.65,2.6,0,NEAR POA TUSSOCK
ITEXJ,3,CTL,NORMAL,GREAUS,31G,5/11/2012,5,122.27,2.85,2.81,0,NEAR POA TUSSOCK
ITEXJ,3,CTL,NORMAL,GREAUS,31G,13/04/2013,6,110.93,2.16,4.25,0,NEAR POA TUSSOCK
ITEXJ,3,CTL,COMP,GREAUS,31GC,15/05/2010,0,34.6,1,0.8,0,SWAPPED WITH 4
ITEXJ,3,CTL,COMP,GREAUS,31GC,22/11/2010,1,37.27,1.16,1.07,0,
ITEXJ,3,CTL,COMP,GREAUS,31GC,25/04/2011,2,54.97,1.62,1.6,0,
ITEXJ,3,CTL,COMP,GREAUS,31GC,30/10/2011,3,50.68,1.43,1.6,0,
ITEXJ,3,CTL,COMP,GREAUS,31GC,8/05/2012,4,56.75,1.9,1.52,0,
ITEXJ,3,CTL,COMP,GREAUS,31GC,5/11/2012,5,59.29,1.51,1.45,0,NW Corner
ITEXJ,3,CTL,COMP,GREAUS,31GC,13/04/2013,6,51.48,1.97,2.12,0,NW Corner
ITEXJ,3,CTL,NORMAL,PHESQU,31PH,15/05/2010,0,NA,NA,NA,0,
ITEXJ,3,CTL,NORMAL,PHESQU,31PH,22/11/2010,1,67.12,2.01,1.57,0,
ITEXJ,3,CTL,NORMAL,PHESQU,31PH,25/04/2011,2,87.5,2.38,2.01,0,
ITEXJ,3,CTL,NORMAL,PHESQU,31PH,30/10/2011,3,88.64,2.33,1.79,0,
ITEXJ,3,CTL,NORMAL,PHESQU,31PH,8/05/2012,4,97.12,2.14,1.91,0,
ITEXJ,3,CTL,NORMAL,PHESQU,31PH,5/11/2012,5,94.61,2.15,2.13,0,
ITEXJ,3,CTL,NORMAL,PHESQU,31PH,13/04/2013,6,84.86,3.3,2.98,0,
ITEXJ,3,CTL,NORMAL,PROCUN,31PR,15/05/2010,0,43.2,1,1.1,0,
ITEXJ,3,CTL,NORMAL,PROCUN,31PR,22/11/2010,1,66.58,1.28,1.44,0,
ITEXJ,3,CTL,NORMAL,PROCUN,31PR,25/04/2011,2,100.97,3.64,2.95,0,
ITEXJ,3,CTL,NORMAL,PROCUN,31PR,30/10/2011,3,108.79,3.54,3.24,0,
ITEXJ,3,CTL,NORMAL,PROCUN,31PR,8/05/2012,4,118.84,4.39,4.28,0,
ITEXJ,3,CTL,NORMAL,PROCUN,31PR,5/11/2012,5,119.3,5.16,5.19,0,
ITEXJ,3,CTL,NORMAL,PROCUN,31PR,13/04/2013,6,126.95,6.34,5.82,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,32A,15/05/2010,0,30,0.8,0.8,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,32A,22/11/2010,1,33.71,0.84,0.47,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,32A,25/04/2011,2,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,ASTTRY,32A,30/10/2011,3,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,ASTTRY,32A,8/05/2012,4,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,ASTTRY,32A,5/11/2012,5,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,ASTTRY,32A,13/04/2013,6,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,GREAUS,32G,15/05/2010,0,70,1.9,1.6,0,
ITEXJ,3,CTL,NORMAL,GREAUS,32G,22/11/2010,1,77.61,1.36,1.41,0,
ITEXJ,3,CTL,NORMAL,GREAUS,32G,25/04/2011,2,88.26,1.63,1.58,0,
ITEXJ,3,CTL,NORMAL,GREAUS,32G,30/10/2011,3,89,1.49,1.49,0,
ITEXJ,3,CTL,NORMAL,GREAUS,32G,8/05/2012,4,88.81,1.54,1.7,0,
ITEXJ,3,CTL,NORMAL,GREAUS,32G,5/11/2012,5,91.35,1.54,2.01,0,
ITEXJ,3,CTL,NORMAL,GREAUS,32G,13/04/2013,6,86.86,2.52,1.96,0,
ITEXJ,3,CTL,COMP,GREAUS,32GC,15/05/2010,0,24.2,1.1,0.9,0,
ITEXJ,3,CTL,COMP,GREAUS,32GC,22/11/2010,1,20.98,1.18,1.1,0,
ITEXJ,3,CTL,COMP,GREAUS,32GC,25/04/2011,2,33.38,1.38,1.62,0,
ITEXJ,3,CTL,COMP,GREAUS,32GC,30/10/2011,3,32.56,1.24,1.11,0,
ITEXJ,3,CTL,COMP,GREAUS,32GC,8/05/2012,4,38.32,1.6,1.63,0,
ITEXJ,3,CTL,COMP,GREAUS,32GC,5/11/2012,5,45.59,1.27,1.6,0,
ITEXJ,3,CTL,COMP,GREAUS,32GC,13/04/2013,6,27.69,2.5,1.96,0,
ITEXJ,3,CTL,NORMAL,PHESQU,32PH,15/05/2010,0,58.6,1.6,1.4,0,
ITEXJ,3,CTL,NORMAL,PHESQU,32PH,22/11/2010,1,73.25,1.77,1,0,
ITEXJ,3,CTL,NORMAL,PHESQU,32PH,25/04/2011,2,95.3,2.32,2.15,0,
ITEXJ,3,CTL,NORMAL,PHESQU,32PH,30/10/2011,3,92.61,2.06,1.99,0,
ITEXJ,3,CTL,NORMAL,PHESQU,32PH,8/05/2012,4,98.19,2.54,2.5,0,
ITEXJ,3,CTL,NORMAL,PHESQU,32PH,5/11/2012,5,101.59,3.16,2.52,0,
ITEXJ,3,CTL,NORMAL,PHESQU,32PH,13/04/2013,6,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,PROCUN,32PR,15/05/2010,0,107.5,3.4,2.8,0,
ITEXJ,3,CTL,NORMAL,PROCUN,32PR,22/11/2010,1,122.96,3.51,3.03,0,
ITEXJ,3,CTL,NORMAL,PROCUN,32PR,25/04/2011,2,120.92,4.7,4.02,0,
ITEXJ,3,CTL,NORMAL,PROCUN,32PR,30/10/2011,3,111.26,4.75,3.77,0,
ITEXJ,3,CTL,NORMAL,PROCUN,32PR,8/05/2012,4,120.24,5.81,6.07,0,
ITEXJ,3,CTL,NORMAL,PROCUN,32PR,5/11/2012,5,129.21,6.15,5.14,0,
ITEXJ,3,CTL,NORMAL,PROCUN,32PR,13/04/2013,6,157.56,7.65,5.73,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,33A,15/05/2010,0,71.4,1.6,1.5,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,33A,22/11/2010,1,86.24,1.65,1.59,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,33A,25/04/2011,2,125.7,2.39,2.07,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,33A,30/10/2011,3,127.43,2.36,2.06,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,33A,8/05/2012,4,148.87,3.11,2.68,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,33A,5/11/2012,5,145.85,3.33,2.62,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,33A,13/04/2013,6,122.08,3.97,3.48,0,
ITEXJ,3,CTL,NORMAL,GREAUS,33G,15/05/2010,0,32.2,0.7,0.8,0,
ITEXJ,3,CTL,NORMAL,GREAUS,33G,22/11/2010,1,51.05,0.74,0.6,0,
ITEXJ,3,CTL,NORMAL,GREAUS,33G,25/04/2011,2,68.6,1.26,1.13,0,
ITEXJ,3,CTL,NORMAL,GREAUS,33G,30/10/2011,3,73.88,1.29,0.76,0,
ITEXJ,3,CTL,NORMAL,GREAUS,33G,8/05/2012,4,78.79,1.11,1.08,0,
ITEXJ,3,CTL,NORMAL,GREAUS,33G,5/11/2012,5,74.6,1.42,1.31,0,
ITEXJ,3,CTL,NORMAL,GREAUS,33G,13/04/2013,6,80.98,1.48,1.57,0,Sick
ITEXJ,3,CTL,COMP,GREAUS,33GC,15/05/2010,0,70.8,1.5,1.4,0,
ITEXJ,3,CTL,COMP,GREAUS,33GC,22/11/2010,1,75.11,1.5,1.53,0,
ITEXJ,3,CTL,COMP,GREAUS,33GC,25/04/2011,2,72.98,2.08,1.98,0,
ITEXJ,3,CTL,COMP,GREAUS,33GC,30/10/2011,3,69.49,2.23,2.06,0,
ITEXJ,3,CTL,COMP,GREAUS,33GC,8/05/2012,4,80.13,2.08,2.21,0,
ITEXJ,3,CTL,COMP,GREAUS,33GC,5/11/2012,5,79.73,2.29,2.88,0,
ITEXJ,3,CTL,COMP,GREAUS,33GC,13/04/2013,6,74.4,3.22,2.79,0,
ITEXJ,3,CTL,NORMAL,PHESQU,33PH,15/05/2010,0,69.7,2.6,2.6,0,
ITEXJ,3,CTL,NORMAL,PHESQU,33PH,22/11/2010,1,75.97,2.88,2.62,0,
ITEXJ,3,CTL,NORMAL,PHESQU,33PH,25/04/2011,2,81.12,3.35,3,0,
ITEXJ,3,CTL,NORMAL,PHESQU,33PH,30/10/2011,3,83.79,3.23,2.84,0,
ITEXJ,3,CTL,NORMAL,PHESQU,33PH,8/05/2012,4,87.74,3.25,3.27,0,
ITEXJ,3,CTL,NORMAL,PHESQU,33PH,5/11/2012,5,91.02,4.41,2.79,0,
ITEXJ,3,CTL,NORMAL,PHESQU,33PH,13/04/2013,6,82.59,4.22,3.86,0,
ITEXJ,3,CTL,NORMAL,PROCUN,33PR,15/05/2010,0,NA,NA,NA,0,
ITEXJ,3,CTL,NORMAL,PROCUN,33PR,22/11/2010,1,105.85,2.41,2.27,0,
ITEXJ,3,CTL,NORMAL,PROCUN,33PR,25/04/2011,2,126.73,2.92,3.27,0,
ITEXJ,3,CTL,NORMAL,PROCUN,33PR,30/10/2011,3,129.43,2.88,2.86,0,
ITEXJ,3,CTL,NORMAL,PROCUN,33PR,8/05/2012,4,141.6,5.05,4.35,0,
ITEXJ,3,CTL,NORMAL,PROCUN,33PR,5/11/2012,5,140.58,6.28,5.08,0,
ITEXJ,3,CTL,NORMAL,PROCUN,33PR,13/04/2013,6,127.62,10.95,5.83,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,34A,15/05/2010,0,88.7,2.1,1.8,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,34A,22/11/2010,1,88.7,2.41,2.04,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,34A,25/04/2011,2,90.49,3.09,2.61,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,34A,30/10/2011,3,90.34,2.54,2.44,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,34A,8/05/2012,4,94.04,2.56,2.66,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,34A,5/11/2012,5,92.99,5.04,2.95,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,34A,13/04/2013,6,88.9,4.6,4.44,0,
ITEXJ,3,CTL,NORMAL,GREAUS,34G,15/05/2010,0,37.3,1.2,1,0,
ITEXJ,3,CTL,NORMAL,GREAUS,34G,22/11/2010,1,43.32,1.16,0.79,0,
ITEXJ,3,CTL,NORMAL,GREAUS,34G,25/04/2011,2,43.69,1.27,1.75,0,
ITEXJ,3,CTL,NORMAL,GREAUS,34G,30/10/2011,3,51.61,1.14,1,0,
ITEXJ,3,CTL,NORMAL,GREAUS,34G,8/05/2012,4,48.1,1.35,1.16,0,
ITEXJ,3,CTL,NORMAL,GREAUS,34G,5/11/2012,5,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,GREAUS,34G,13/04/2013,6,NA,NA,NA,1,
ITEXJ,3,CTL,COMP,GREAUS,34GC,15/05/2010,0,48.5,1.2,1,0,
ITEXJ,3,CTL,COMP,GREAUS,34GC,22/11/2010,1,50.66,1.75,1.38,0,
ITEXJ,3,CTL,COMP,GREAUS,34GC,25/04/2011,2,59.26,2.52,1.91,0,
ITEXJ,3,CTL,COMP,GREAUS,34GC,30/10/2011,3,63.34,2.08,1.9,0,
ITEXJ,3,CTL,COMP,GREAUS,34GC,8/05/2012,4,63.34,2.08,1.9,0,near peg 3
ITEXJ,3,CTL,COMP,GREAUS,34GC,5/11/2012,5,65.86,2.34,2.58,0,near peg 3
ITEXJ,3,CTL,COMP,GREAUS,34GC,13/04/2013,6,58.86,3.44,3.67,0,near peg 3
ITEXJ,3,CTL,NORMAL,PHESQU,34PH,15/05/2010,0,38.6,1,0.8,0,
ITEXJ,3,CTL,NORMAL,PHESQU,34PH,22/11/2010,1,38.57,1.01,0.88,0,
ITEXJ,3,CTL,NORMAL,PHESQU,34PH,25/04/2011,2,53.62,1.38,0.87,0,
ITEXJ,3,CTL,NORMAL,PHESQU,34PH,30/10/2011,3,52.65,1.18,0.74,0,
ITEXJ,3,CTL,NORMAL,PHESQU,34PH,8/05/2012,4,54.39,1.34,1.27,0,
ITEXJ,3,CTL,NORMAL,PHESQU,34PH,5/11/2012,5,63,1.35,1.16,0,
ITEXJ,3,CTL,NORMAL,PHESQU,34PH,13/04/2013,6,56.22,1.97,1.51,0,
ITEXJ,3,CTL,NORMAL,PROCUN,34PR,15/05/2010,0,NA,NA,NA,0,
ITEXJ,3,CTL,NORMAL,PROCUN,34PR,22/11/2010,1,109.44,3.5,3.81,0,
ITEXJ,3,CTL,NORMAL,PROCUN,34PR,25/04/2011,2,117.8,5.6,4.59,0,
ITEXJ,3,CTL,NORMAL,PROCUN,34PR,30/10/2011,3,112.31,4.09,3.93,0,
ITEXJ,3,CTL,NORMAL,PROCUN,34PR,8/05/2012,4,141.47,5.83,5.54,0,
ITEXJ,3,CTL,NORMAL,PROCUN,34PR,5/11/2012,5,144.65,6.03,5.86,0,
ITEXJ,3,CTL,NORMAL,PROCUN,34PR,13/04/2013,6,147.21,8.21,6.91,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,41A,15/05/2010,0,27.9,0.8,0.3,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,41A,22/11/2010,1,30.38,1.12,0.59,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,41A,25/04/2011,2,NA,NA,NA,1,
ITEXJ,4,OTC,NORMAL,ASTTRY,41A,30/10/2011,3,NA,NA,NA,1,
ITEXJ,4,OTC,NORMAL,ASTTRY,41A,8/05/2012,4,NA,NA,NA,1,
ITEXJ,4,OTC,NORMAL,ASTTRY,41A,5/11/2012,5,NA,NA,NA,1,
ITEXJ,4,OTC,NORMAL,ASTTRY,41A,13/04/2013,6,NA,NA,NA,1,
ITEXJ,4,OTC,NORMAL,GREAUS,41G,15/05/2010,0,46.6,1,0.8,0,
ITEXJ,4,OTC,NORMAL,GREAUS,41G,22/11/2010,1,56.18,1.27,0.89,0,
ITEXJ,4,OTC,NORMAL,GREAUS,41G,25/04/2011,2,58.73,1.43,1.16,0,
ITEXJ,4,OTC,NORMAL,GREAUS,41G,30/10/2011,3,71.5,1.24,0.91,0,
ITEXJ,4,OTC,NORMAL,GREAUS,41G,8/05/2012,4,70.46,1.45,1.31,0,
ITEXJ,4,OTC,NORMAL,GREAUS,41G,5/11/2012,5,70.84,1.63,1.28,0,
ITEXJ,4,OTC,NORMAL,GREAUS,41G,13/04/2013,6,NA,NA,NA,1,
ITEXJ,4,OTC,COMP,GREAUS,41GC,15/05/2010,0,33.7,0.8,0.6,0,
ITEXJ,4,OTC,COMP,GREAUS,41GC,22/11/2010,1,33.84,1.09,1.02,0,
ITEXJ,4,OTC,COMP,GREAUS,41GC,25/04/2011,2,NA,NA,NA,1,
ITEXJ,4,OTC,COMP,GREAUS,41GC,30/10/2011,3,NA,NA,NA,1,
ITEXJ,4,OTC,COMP,GREAUS,41GC,8/05/2012,4,NA,NA,NA,1,
ITEXJ,4,OTC,COMP,GREAUS,41GC,5/11/2012,5,NA,NA,NA,1,
ITEXJ,4,OTC,COMP,GREAUS,41GC,13/04/2013,6,NA,NA,NA,1,
ITEXJ,4,OTC,NORMAL,PHESQU,41PH,15/05/2010,0,40.2,1.1,0.7,0,
ITEXJ,4,OTC,NORMAL,PHESQU,41PH,22/11/2010,1,43.53,1.39,0.96,0,
ITEXJ,4,OTC,NORMAL,PHESQU,41PH,25/04/2011,2,69.24,1.91,1.38,0,
ITEXJ,4,OTC,NORMAL,PHESQU,41PH,30/10/2011,3,67.68,1.49,1.23,0,
ITEXJ,4,OTC,NORMAL,PHESQU,41PH,8/05/2012,4,74.11,2.18,1.66,0,
ITEXJ,4,OTC,NORMAL,PHESQU,41PH,5/11/2012,5,73.47,2.09,1.3,0,
ITEXJ,4,OTC,NORMAL,PHESQU,41PH,13/04/2013,6,79.52,2.14,1.38,0,
ITEXJ,4,OTC,NORMAL,PROCUN,41PR,15/05/2010,0,64.3,1.2,1.2,0,
ITEXJ,4,OTC,NORMAL,PROCUN,41PR,22/11/2010,1,61.57,1.95,2.18,0,
ITEXJ,4,OTC,NORMAL,PROCUN,41PR,25/04/2011,2,100.82,4.41,3.74,0,
ITEXJ,4,OTC,NORMAL,PROCUN,41PR,30/10/2011,3,107.48,3.28,3.45,0,
ITEXJ,4,OTC,NORMAL,PROCUN,41PR,8/05/2012,4,141.5,5.78,5.57,0,
ITEXJ,4,OTC,NORMAL,PROCUN,41PR,5/11/2012,5,153.94,9.24,5.55,0,
ITEXJ,4,OTC,NORMAL,PROCUN,41PR,13/04/2013,6,196.84,10.35,5.98,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,42A,15/05/2010,0,65.5,1.9,1.8,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,42A,22/11/2010,1,71.37,2.9,1.96,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,42A,25/04/2011,2,99.02,2.58,2.64,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,42A,30/10/2011,3,103.04,2.77,2.78,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,42A,8/05/2012,4,136.68,3.72,3.37,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,42A,5/11/2012,5,135.28,4.99,3.11,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,42A,13/04/2013,6,134.71,4.5,3,0,
ITEXJ,4,OTC,NORMAL,GREAUS,42G,15/05/2010,0,61.3,1.5,1.2,0,
ITEXJ,4,OTC,NORMAL,GREAUS,42G,22/11/2010,1,54.39,2.06,1.47,0,
ITEXJ,4,OTC,NORMAL,GREAUS,42G,25/04/2011,2,87.26,2.85,1.86,0,
ITEXJ,4,OTC,NORMAL,GREAUS,42G,30/10/2011,3,83.73,1.98,1.88,0,
ITEXJ,4,OTC,NORMAL,GREAUS,42G,8/05/2012,4,110.34,2.16,2.27,0,
ITEXJ,4,OTC,NORMAL,GREAUS,42G,5/11/2012,5,105.55,2.64,2.35,0,
ITEXJ,4,OTC,NORMAL,GREAUS,42G,13/04/2013,6,110.36,2.29,2.38,0,
ITEXJ,4,OTC,COMP,GREAUS,42GC,15/05/2010,0,54.9,1.2,1.1,0,
ITEXJ,4,OTC,COMP,GREAUS,42GC,22/11/2010,1,54.59,1.65,1.49,0,
ITEXJ,4,OTC,COMP,GREAUS,42GC,25/04/2011,2,66.95,2.23,1.82,0,
ITEXJ,4,OTC,COMP,GREAUS,42GC,30/10/2011,3,64.97,1.72,1.82,0,
ITEXJ,4,OTC,COMP,GREAUS,42GC,8/05/2012,4,69.27,1.14,1.13,0,Accidently painted blue
ITEXJ,4,OTC,COMP,GREAUS,42GC,5/11/2012,5,78.1,2.38,2.07,0,sw
ITEXJ,4,OTC,COMP,GREAUS,42GC,13/04/2013,6,91.65,2.32,2.21,0,sw
ITEXJ,4,OTC,NORMAL,PHESQU,42PH,15/05/2010,0,NA,NA,NA,0,
ITEXJ,4,OTC,NORMAL,PHESQU,42PH,22/11/2010,1,74.93,2.36,2.06,0,
ITEXJ,4,OTC,NORMAL,PHESQU,42PH,25/04/2011,2,81.09,2.39,2.37,0,
ITEXJ,4,OTC,NORMAL,PHESQU,42PH,30/10/2011,3,81.52,2.14,1.99,0,
ITEXJ,4,OTC,NORMAL,PHESQU,42PH,8/05/2012,4,84.5,2.41,2.24,0,
ITEXJ,4,OTC,NORMAL,PHESQU,42PH,5/11/2012,5,89.29,2.17,1.96,0,Top dying
ITEXJ,4,OTC,NORMAL,PHESQU,42PH,13/04/2013,6,80.68,2.01,1.78,0,Top dying
ITEXJ,4,OTC,NORMAL,PROCUN,42PR,15/05/2010,0,139.1,3.7,3,0,
ITEXJ,4,OTC,NORMAL,PROCUN,42PR,22/11/2010,1,141.16,3.78,3.08,0,
ITEXJ,4,OTC,NORMAL,PROCUN,42PR,25/04/2011,2,119.51,4.43,4.23,0,
ITEXJ,4,OTC,NORMAL,PROCUN,42PR,30/10/2011,3,118.15,5.12,4.31,0,FROST TO 33% OF PLANT
ITEXJ,4,OTC,NORMAL,PROCUN,42PR,8/05/2012,4,119.71,4.6,4.55,0,FROST TO 33% OF PLANT
ITEXJ,4,OTC,NORMAL,PROCUN,42PR,5/11/2012,5,118.01,4.76,4.46,0,FROST TO 33% OF PLANT
ITEXJ,4,OTC,NORMAL,PROCUN,42PR,13/04/2013,6,158.29,5.24,4.68,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,43A,15/05/2010,0,63.3,1.2,1.1,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,43A,22/11/2010,1,58.58,1.66,1.39,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,43A,25/04/2011,2,90.92,1.8,1.86,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,43A,30/10/2011,3,92.3,1.62,1.45,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,43A,8/05/2012,4,111.58,2.04,1.91,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,43A,5/11/2012,5,114.91,2.22,1.76,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,43A,13/04/2013,6,116.88,2.17,1.82,0,
ITEXJ,4,OTC,NORMAL,GREAUS,43G,15/05/2010,0,90,2.4,1.6,0,
ITEXJ,4,OTC,NORMAL,GREAUS,43G,22/11/2010,1,83.56,2.9,2.04,0,
ITEXJ,4,OTC,NORMAL,GREAUS,43G,25/04/2011,2,86.2,2.79,2.22,0,NEAR POA TUSSOCK
ITEXJ,4,OTC,NORMAL,GREAUS,43G,30/10/2011,3,87.13,2.65,2.19,0,NEAR POA TUSSOCK
ITEXJ,4,OTC,NORMAL,GREAUS,43G,8/05/2012,4,88.53,3.53,2.54,0,NEAR POA TUSSOCK
ITEXJ,4,OTC,NORMAL,GREAUS,43G,5/11/2012,5,93.75,2.47,2.33,0,NEAR POA TUSSOCK
ITEXJ,4,OTC,NORMAL,GREAUS,43G,13/04/2013,6,93.24,2.5,2.45,0,NEAR POA TUSSOCK
ITEXJ,4,OTC,COMP,GREAUS,43GC,15/05/2010,0,49.6,1.3,1.2,0,
ITEXJ,4,OTC,COMP,GREAUS,43GC,22/11/2010,1,50.1,1.38,1.44,0,
ITEXJ,4,OTC,COMP,GREAUS,43GC,25/04/2011,2,76.1,2.14,1.97,0,
ITEXJ,4,OTC,COMP,GREAUS,43GC,30/10/2011,3,76.29,1.78,1.97,0,
ITEXJ,4,OTC,COMP,GREAUS,43GC,8/05/2012,4,73.18,2.16,2.32,0,
ITEXJ,4,OTC,COMP,GREAUS,43GC,5/11/2012,5,74.74,2.27,2.7,0,
ITEXJ,4,OTC,COMP,GREAUS,43GC,13/04/2013,6,73.87,2.1,2.22,0,
ITEXJ,4,OTC,NORMAL,PHESQU,43PH,15/05/2010,0,55.2,1.9,1.7,0,
ITEXJ,4,OTC,NORMAL,PHESQU,43PH,22/11/2010,1,57.75,1.82,1.68,0,
ITEXJ,4,OTC,NORMAL,PHESQU,43PH,25/04/2011,2,65.24,2.13,1.96,0,
ITEXJ,4,OTC,NORMAL,PHESQU,43PH,30/10/2011,3,65.46,1.99,1.81,0,
ITEXJ,4,OTC,NORMAL,PHESQU,43PH,8/05/2012,4,73.27,2.39,2.57,0,
ITEXJ,4,OTC,NORMAL,PHESQU,43PH,5/11/2012,5,79.72,2.66,1.94,0,
ITEXJ,4,OTC,NORMAL,PHESQU,43PH,13/04/2013,6,88.65,2.15,2.99,0,
ITEXJ,4,OTC,NORMAL,PROCUN,43PR,15/05/2010,0,72.2,3.4,2.8,0,
ITEXJ,4,OTC,NORMAL,PROCUN,43PR,22/11/2010,1,68.36,3.18,3.36,0,
ITEXJ,4,OTC,NORMAL,PROCUN,43PR,25/04/2011,2,100.5,4.15,4.08,0,
ITEXJ,4,OTC,NORMAL,PROCUN,43PR,30/10/2011,3,112.72,4.11,4.05,0,
