SITE,PLOT,TRT,TRT2,SPP,REP,DATE,SAMP,Ht,FBD,BD,Mortality,Notes
ITEXJ,27,CTL,COMP,GREAUS,272GC,30/10/2011,3,49.64,1.47,1.56,0,
ITEXJ,27,CTL,COMP,GREAUS,272GC,8/05/2012,4,66.66,2.44,1.91,0,
ITEXJ,27,CTL,COMP,GREAUS,272GC,5/11/2012,5,74.4,1.24,1.36,0,
ITEXJ,27,CTL,COMP,GREAUS,272GC,13/04/2013,6,81.7,2.43,2.01,0,
ITEXJ,27,CTL,NORMAL,PHESQU,272PH,15/05/2010,0,34.6,0.8,0.9,0,
ITEXJ,27,CTL,NORMAL,PHESQU,272PH,22/11/2010,1,35.91,1.08,0.91,0,
ITEXJ,27,CTL,NORMAL,PHESQU,272PH,25/04/2011,2,49.66,1.1,1.02,0,
ITEXJ,27,CTL,NORMAL,PHESQU,272PH,30/10/2011,3,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,272PH,8/05/2012,4,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,272PH,5/11/2012,5,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,272PH,13/04/2013,6,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,272PR,15/05/2010,0,61,2.4,1.7,0,
ITEXJ,27,CTL,NORMAL,PROCUN,272PR,22/11/2010,1,64.21,2.79,1.88,0,
ITEXJ,27,CTL,NORMAL,PROCUN,272PR,25/04/2011,2,75.28,2.99,2.22,0,
ITEXJ,27,CTL,NORMAL,PROCUN,272PR,30/10/2011,3,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,272PR,8/05/2012,4,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,272PR,5/11/2012,5,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,272PR,13/04/2013,6,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,ASTTRY,273A,15/05/2010,0,35.8,1,1,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,273A,22/11/2010,1,38.42,0.99,0.88,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,273A,25/04/2011,2,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,ASTTRY,273A,30/10/2011,3,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,ASTTRY,273A,8/05/2012,4,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,ASTTRY,273A,5/11/2012,5,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,ASTTRY,273A,13/04/2013,6,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,GREAUS,273G,15/05/2010,0,48.3,1.8,1.8,0,
ITEXJ,27,CTL,NORMAL,GREAUS,273G,22/11/2010,1,54.72,2.02,1.85,0,
ITEXJ,27,CTL,NORMAL,GREAUS,273G,25/04/2011,2,67.47,2.22,2.41,0,NEAR POA TUSSOCK
ITEXJ,27,CTL,NORMAL,GREAUS,273G,30/10/2011,3,62.84,2.19,2.28,0,NEAR POA TUSSOCK
ITEXJ,27,CTL,NORMAL,GREAUS,273G,8/05/2012,4,67.02,3,2.88,0,NEAR POA TUSSOCK
ITEXJ,27,CTL,NORMAL,GREAUS,273G,5/11/2012,5,74.55,1.87,1.56,0,NEAR POA TUSSOCK
ITEXJ,27,CTL,NORMAL,GREAUS,273G,13/04/2013,6,71.46,2.76,3.62,0,NEAR POA TUSSOCK
ITEXJ,27,CTL,COMP,GREAUS,273GC,15/05/2010,0,37.2,1.6,1.7,0,
ITEXJ,27,CTL,COMP,GREAUS,273GC,22/11/2010,1,38.58,1.48,1.67,0,
ITEXJ,27,CTL,COMP,GREAUS,273GC,25/04/2011,2,46.51,1.51,1.69,0,
ITEXJ,27,CTL,COMP,GREAUS,273GC,30/10/2011,3,50.76,1.71,1.72,0,
ITEXJ,27,CTL,COMP,GREAUS,273GC,8/05/2012,4,48.77,1.88,2.12,0,
ITEXJ,27,CTL,COMP,GREAUS,273GC,5/11/2012,5,54.54,1.77,0.82,0,
ITEXJ,27,CTL,COMP,GREAUS,273GC,13/04/2013,6,51.65,2.3,1.64,0,
ITEXJ,27,CTL,NORMAL,PHESQU,273PH,15/05/2010,0,41.6,1.1,1.1,0,
ITEXJ,27,CTL,NORMAL,PHESQU,273PH,22/11/2010,1,47.36,1.23,1.18,0,
ITEXJ,27,CTL,NORMAL,PHESQU,273PH,25/04/2011,2,59.87,1.37,1.41,0,
ITEXJ,27,CTL,NORMAL,PHESQU,273PH,30/10/2011,3,52.22,1.44,1.36,0,
ITEXJ,27,CTL,NORMAL,PHESQU,273PH,8/05/2012,4,45.94,1.6,1.4,0,
ITEXJ,27,CTL,NORMAL,PHESQU,273PH,5/11/2012,5,58.43,1.18,1.03,0,
ITEXJ,27,CTL,NORMAL,PHESQU,273PH,13/04/2013,6,56.51,1.15,1.06,0,
ITEXJ,27,CTL,NORMAL,PROCUN,273PR,15/05/2010,0,89.5,2.6,2.5,0,
ITEXJ,27,CTL,NORMAL,PROCUN,273PR,22/11/2010,1,87.24,3.25,2.98,0,
ITEXJ,27,CTL,NORMAL,PROCUN,273PR,25/04/2011,2,104.64,4.54,4.66,0,
ITEXJ,27,CTL,NORMAL,PROCUN,273PR,30/10/2011,3,103.33,5.18,5.06,0,
ITEXJ,27,CTL,NORMAL,PROCUN,273PR,8/05/2012,4,125.79,7.54,7.08,0,
ITEXJ,27,CTL,NORMAL,PROCUN,273PR,5/11/2012,5,138.36,6.26,5.58,0,
ITEXJ,27,CTL,NORMAL,PROCUN,273PR,13/04/2013,6,154.38,9.34,8,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,274A,15/05/2010,0,39.6,1.1,1,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,274A,22/11/2010,1,43.12,1.12,1.19,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,274A,25/04/2011,2,77.29,1.5,1.39,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,274A,30/10/2011,3,78.34,1.55,1.31,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,274A,8/05/2012,4,90.52,1.85,1.58,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,274A,5/11/2012,5,90.76,0.8,1.18,0,99% dead
ITEXJ,27,CTL,NORMAL,ASTTRY,274A,13/04/2013,6,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,GREAUS,274G,15/05/2010,0,85.7,2.1,1.9,0,
ITEXJ,27,CTL,NORMAL,GREAUS,274G,22/11/2010,1,82.03,2.37,2.18,0,
ITEXJ,27,CTL,NORMAL,GREAUS,274G,25/04/2011,2,112.77,2.71,2.66,0,
ITEXJ,27,CTL,NORMAL,GREAUS,274G,30/10/2011,3,110.51,2.77,2.67,0,
ITEXJ,27,CTL,NORMAL,GREAUS,274G,8/05/2012,4,111.35,3.52,3.48,0,
ITEXJ,27,CTL,NORMAL,GREAUS,274G,5/11/2012,5,118.7,3.22,3.04,0,Sick
ITEXJ,27,CTL,NORMAL,GREAUS,274G,13/04/2013,6,128.77,3.94,3.3,0,
ITEXJ,27,CTL,COMP,GREAUS,274GC,15/05/2010,0,50,1.8,1.6,0,
ITEXJ,27,CTL,COMP,GREAUS,274GC,22/11/2010,1,51.98,1.78,1.72,0,
ITEXJ,27,CTL,COMP,GREAUS,274GC,25/04/2011,2,57.9,2.23,2.16,0,
ITEXJ,27,CTL,COMP,GREAUS,274GC,30/10/2011,3,59.37,2.55,1.96,0,
ITEXJ,27,CTL,COMP,GREAUS,274GC,8/05/2012,4,79.69,3.93,2.8,0,
ITEXJ,27,CTL,COMP,GREAUS,274GC,5/11/2012,5,82.16,1.21,1.32,0,NEAR PEG 27
ITEXJ,27,CTL,COMP,GREAUS,274GC,13/04/2013,6,91.61,2.49,2.73,0,NEAR PEG 27
ITEXJ,27,CTL,NORMAL,PHESQU,274PH,15/05/2010,0,61.2,1.9,1.6,0,
ITEXJ,27,CTL,NORMAL,PHESQU,274PH,22/11/2010,1,50.58,1.91,1.16,0,
ITEXJ,27,CTL,NORMAL,PHESQU,274PH,25/04/2011,2,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,274PH,30/10/2011,3,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,274PH,8/05/2012,4,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,274PH,5/11/2012,5,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,274PH,13/04/2013,6,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,274PR,15/05/2010,0,NA,NA,NA,0,
ITEXJ,27,CTL,NORMAL,PROCUN,274PR,22/11/2010,1,83.18,3.15,3.31,0,
ITEXJ,27,CTL,NORMAL,PROCUN,274PR,25/04/2011,2,97,3.35,2.83,0,
ITEXJ,27,CTL,NORMAL,PROCUN,274PR,30/10/2011,3,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,274PR,8/05/2012,4,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,274PR,5/11/2012,5,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,274PR,13/04/2013,6,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,ASTTRY,281A,15/05/2010,0,37.2,1.1,1.2,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,281A,22/11/2010,1,46.38,1.36,1.17,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,281A,25/04/2011,2,57.49,1.41,1.39,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,281A,30/10/2011,3,55.34,1.51,1.59,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,281A,8/05/2012,4,62.95,1.64,1.77,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,281A,5/11/2012,5,63.46,0.97,0.91,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,281A,13/04/2013,6,53.93,2.47,2.07,0,
ITEXJ,28,OTC,NORMAL,GREAUS,281G,15/05/2010,0,96.2,2,1.8,0,
ITEXJ,28,OTC,NORMAL,GREAUS,281G,22/11/2010,1,97.52,2.07,1.93,0,
ITEXJ,28,OTC,NORMAL,GREAUS,281G,25/04/2011,2,108.21,2.4,2.4,0,
ITEXJ,28,OTC,NORMAL,GREAUS,281G,30/10/2011,3,101.77,2.59,2.36,0,
ITEXJ,28,OTC,NORMAL,GREAUS,281G,8/05/2012,4,129.34,2.97,2.79,0,
ITEXJ,28,OTC,NORMAL,GREAUS,281G,5/11/2012,5,139.74,2.6,2.31,0,
ITEXJ,28,OTC,NORMAL,GREAUS,281G,13/04/2013,6,127.28,3.97,3.67,0,
ITEXJ,28,OTC,COMP,GREAUS,281GC,15/05/2010,0,80.5,1.6,2,0,
ITEXJ,28,OTC,COMP,GREAUS,281GC,22/11/2010,1,82.67,2.03,1.8,0,
ITEXJ,28,OTC,COMP,GREAUS,281GC,25/04/2011,2,113.41,2.19,2.68,0,
ITEXJ,28,OTC,COMP,GREAUS,281GC,30/10/2011,3,103.51,2.53,2.75,0,
ITEXJ,28,OTC,COMP,GREAUS,281GC,8/05/2012,4,141.04,3.35,4.02,0,
ITEXJ,28,OTC,COMP,GREAUS,281GC,5/11/2012,5,141.75,2.68,2.27,0,NE (doesn't include peg)
ITEXJ,28,OTC,COMP,GREAUS,281GC,13/04/2013,6,131.83,5.44,5.27,0,NE (doesn't include peg)
ITEXJ,28,OTC,NORMAL,PHESQU,281PH,15/05/2010,0,36.3,1,0.8,0,
ITEXJ,28,OTC,NORMAL,PHESQU,281PH,22/11/2010,1,38.42,1.18,1.16,0,
ITEXJ,28,OTC,NORMAL,PHESQU,281PH,25/04/2011,2,56.81,1.61,1.48,0,
ITEXJ,28,OTC,NORMAL,PHESQU,281PH,30/10/2011,3,58.84,1.89,1.48,0,
ITEXJ,28,OTC,NORMAL,PHESQU,281PH,8/05/2012,4,62.32,1.9,1.86,0,
ITEXJ,28,OTC,NORMAL,PHESQU,281PH,5/11/2012,5,75.42,1.16,0.75,0,
ITEXJ,28,OTC,NORMAL,PHESQU,281PH,13/04/2013,6,66.49,2.61,2.67,0,
ITEXJ,28,OTC,NORMAL,PROCUN,281PR,15/05/2010,0,91.6,2.6,2.2,0,
ITEXJ,28,OTC,NORMAL,PROCUN,281PR,22/11/2010,1,86.91,3.05,2.5,0,
ITEXJ,28,OTC,NORMAL,PROCUN,281PR,25/04/2011,2,108.17,4.75,3.42,0,
ITEXJ,28,OTC,NORMAL,PROCUN,281PR,30/10/2011,3,117.85,5.31,4.9,0,
ITEXJ,28,OTC,NORMAL,PROCUN,281PR,8/05/2012,4,119.32,8.64,8.21,0,
ITEXJ,28,OTC,NORMAL,PROCUN,281PR,5/11/2012,5,220.86,8.28,5.31,0,
ITEXJ,28,OTC,NORMAL,PROCUN,281PR,13/04/2013,6,263.15,11.42,11.42,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,282A,15/05/2010,0,37.5,1.2,1.3,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,282A,22/11/2010,1,37.12,1.22,1.11,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,282A,25/04/2011,2,47.36,1.28,1.2,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,282A,30/10/2011,3,41.02,1.36,1.24,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,282A,8/05/2012,4,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,ASTTRY,282A,5/11/2012,5,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,ASTTRY,282A,13/04/2013,6,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,GREAUS,282G,15/05/2010,0,100.3,1.9,1.6,0,
ITEXJ,28,OTC,NORMAL,GREAUS,282G,22/11/2010,1,99.26,1.82,1.71,0,
ITEXJ,28,OTC,NORMAL,GREAUS,282G,25/04/2011,2,175.04,3.12,2.72,0,
ITEXJ,28,OTC,NORMAL,GREAUS,282G,30/10/2011,3,172.29,3.44,3.01,0,
ITEXJ,28,OTC,NORMAL,GREAUS,282G,8/05/2012,4,206.15,4.87,3.84,0,
ITEXJ,28,OTC,NORMAL,GREAUS,282G,5/11/2012,5,216.42,4.3,3.53,0,
ITEXJ,28,OTC,NORMAL,GREAUS,282G,13/04/2013,6,190.71,5.34,4.74,0,
ITEXJ,28,OTC,COMP,GREAUS,282GC,15/05/2010,0,53,1.6,1.4,0,
ITEXJ,28,OTC,COMP,GREAUS,282GC,22/11/2010,1,50.56,1.74,1.6,0,
ITEXJ,28,OTC,COMP,GREAUS,282GC,25/04/2011,2,126.43,2.19,2.3,0,
ITEXJ,28,OTC,COMP,GREAUS,282GC,30/10/2011,3,119,2.39,2.27,0,
ITEXJ,28,OTC,COMP,GREAUS,282GC,8/05/2012,4,148.29,3.15,3.11,0,
ITEXJ,28,OTC,COMP,GREAUS,282GC,5/11/2012,5,154.01,2.59,2.4,0,
ITEXJ,28,OTC,COMP,GREAUS,282GC,13/04/2013,6,152.42,4.19,3.82,0,
ITEXJ,28,OTC,NORMAL,PHESQU,282PH,15/05/2010,0,41.9,1.2,1,0,
ITEXJ,28,OTC,NORMAL,PHESQU,282PH,22/11/2010,1,44.26,0.92,1.13,0,
ITEXJ,28,OTC,NORMAL,PHESQU,282PH,25/04/2011,2,62.19,1.26,1.21,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,PHESQU,282PH,30/10/2011,3,60.93,1.32,1.3,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,PHESQU,282PH,8/05/2012,4,65.94,1.57,1.51,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,PHESQU,282PH,5/11/2012,5,71.23,0.97,0.59,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,PHESQU,282PH,13/04/2013,6,70.65,2.72,2.05,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,PROCUN,282PR,15/05/2010,0,96,2.1,1.8,0,
ITEXJ,28,OTC,NORMAL,PROCUN,282PR,22/11/2010,1,92.59,2.12,2.25,0,
ITEXJ,28,OTC,NORMAL,PROCUN,282PR,25/04/2011,2,131.45,3.42,3.44,0,
ITEXJ,28,OTC,NORMAL,PROCUN,282PR,30/10/2011,3,135.27,3.89,3.88,0,
ITEXJ,28,OTC,NORMAL,PROCUN,282PR,8/05/2012,4,199.92,7.33,7.09,0,
ITEXJ,28,OTC,NORMAL,PROCUN,282PR,5/11/2012,5,216.65,6.28,5.71,0,
ITEXJ,28,OTC,NORMAL,PROCUN,282PR,13/04/2013,6,255.4,10.29,9.17,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,283A,15/05/2010,0,50.5,0.9,0.8,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,283A,22/11/2010,1,54.76,1.05,0.72,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,283A,25/04/2011,2,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,ASTTRY,283A,30/10/2011,3,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,ASTTRY,283A,8/05/2012,4,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,ASTTRY,283A,5/11/2012,5,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,ASTTRY,283A,13/04/2013,6,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,GREAUS,283G,15/05/2010,0,77.7,1.3,1.9,0,
ITEXJ,28,OTC,NORMAL,GREAUS,283G,22/11/2010,1,85.09,1.5,1.61,0,
ITEXJ,28,OTC,NORMAL,GREAUS,283G,25/04/2011,2,113.33,1.97,2.3,0,
ITEXJ,28,OTC,NORMAL,GREAUS,283G,30/10/2011,3,110.16,2.27,2.99,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,GREAUS,283G,8/05/2012,4,137.97,2.92,3.53,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,GREAUS,283G,5/11/2012,5,147.74,2.52,2.29,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,GREAUS,283G,13/04/2013,6,133.66,4.48,3.73,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,COMP,GREAUS,283GC,15/05/2010,0,135.3,1.8,1.9,0,
ITEXJ,28,OTC,COMP,GREAUS,283GC,22/11/2010,1,131.38,2.22,2.02,0,
ITEXJ,28,OTC,COMP,GREAUS,283GC,25/04/2011,2,178.74,2.76,2.94,0,
ITEXJ,28,OTC,COMP,GREAUS,283GC,30/10/2011,3,169.76,3.38,3.25,0,
ITEXJ,28,OTC,COMP,GREAUS,283GC,8/05/2012,4,208.6,4.37,4.45,0,
ITEXJ,28,OTC,COMP,GREAUS,283GC,5/11/2012,5,236.41,3.63,3.58,0,
ITEXJ,28,OTC,COMP,GREAUS,283GC,13/04/2013,6,210.55,5.95,5.16,0,
ITEXJ,28,OTC,NORMAL,PHESQU,283PH,15/05/2010,0,40.6,0.9,1.1,0,
ITEXJ,28,OTC,NORMAL,PHESQU,283PH,22/11/2010,1,36.41,1.02,1.1,0,
ITEXJ,28,OTC,NORMAL,PHESQU,283PH,25/04/2011,2,51.98,1.13,1.16,0,
ITEXJ,28,OTC,NORMAL,PHESQU,283PH,30/10/2011,3,49.06,1.27,1.12,0,
ITEXJ,28,OTC,NORMAL,PHESQU,283PH,8/05/2012,4,49.16,1.5,1.14,0,
ITEXJ,28,OTC,NORMAL,PHESQU,283PH,5/11/2012,5,51.85,0.85,0.49,0,
ITEXJ,28,OTC,NORMAL,PHESQU,283PH,13/04/2013,6,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,PROCUN,283PR,15/05/2010,0,69.2,2.4,2,0,
ITEXJ,28,OTC,NORMAL,PROCUN,283PR,22/11/2010,1,76.84,2.33,2.3,0,
ITEXJ,28,OTC,NORMAL,PROCUN,283PR,25/04/2011,2,131.16,4.75,4.08,0,
ITEXJ,28,OTC,NORMAL,PROCUN,283PR,30/10/2011,3,145.51,4.44,4.55,0,
ITEXJ,28,OTC,NORMAL,PROCUN,283PR,8/05/2012,4,242.03,11.27,9.56,0,
ITEXJ,28,OTC,NORMAL,PROCUN,283PR,5/11/2012,5,264.13,6.86,5.79,0,
ITEXJ,28,OTC,NORMAL,PROCUN,283PR,13/04/2013,6,260.37,9.3,8.66,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,284A,15/05/2010,0,47.3,1.7,1.5,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,284A,22/11/2010,1,47.72,1.85,1.63,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,284A,25/04/2011,2,54.38,1.94,1.69,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,284A,30/10/2011,3,50.13,1.91,1.71,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,284A,8/05/2012,4,54.99,2.19,1.96,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,284A,5/11/2012,5,62.94,0.98,0.81,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,284A,13/04/2013,6,62.79,2.74,2.74,0,
ITEXJ,28,OTC,NORMAL,GREAUS,284G,15/05/2010,0,26.1,1.5,1.4,0,
ITEXJ,28,OTC,NORMAL,GREAUS,284G,22/11/2010,1,30.5,1.18,1.1,0,
ITEXJ,28,OTC,NORMAL,GREAUS,284G,25/04/2011,2,67.95,1.8,1.96,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,GREAUS,284G,30/10/2011,3,60.45,1.9,2.26,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,GREAUS,284G,8/05/2012,4,101.31,2.59,2.61,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,GREAUS,284G,5/11/2012,5,105.83,1.95,2.07,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,GREAUS,284G,13/04/2013,6,102.48,4.34,3.63,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,COMP,GREAUS,284GC,15/05/2010,0,NA,NA,NA,0,
ITEXJ,28,OTC,COMP,GREAUS,284GC,22/11/2010,1,106.8,1.4,1.66,0,
ITEXJ,28,OTC,COMP,GREAUS,284GC,25/04/2011,2,110.05,1.8,2.16,0,
ITEXJ,28,OTC,COMP,GREAUS,284GC,30/10/2011,3,104.87,2,2.06,0,
ITEXJ,28,OTC,COMP,GREAUS,284GC,8/05/2012,4,102.57,2.34,2.38,0,closest to peg
ITEXJ,28,OTC,COMP,GREAUS,284GC,5/11/2012,5,110.53,1.92,1.94,0,Includes peg 28
ITEXJ,28,OTC,COMP,GREAUS,284GC,13/04/2013,6,108.28,2.97,3.09,0,Includes peg 28
ITEXJ,28,OTC,NORMAL,PHESQU,284PH,15/05/2010,0,64.2,1.5,1.7,0,
ITEXJ,28,OTC,NORMAL,PHESQU,284PH,22/11/2010,1,68.79,1.68,1.51,0,
ITEXJ,28,OTC,NORMAL,PHESQU,284PH,25/04/2011,2,85.83,1.59,1.68,0,
ITEXJ,28,OTC,NORMAL,PHESQU,284PH,30/10/2011,3,87.97,1.71,2.05,0,
ITEXJ,28,OTC,NORMAL,PHESQU,284PH,8/05/2012,4,87.78,2,2.08,0,
ITEXJ,28,OTC,NORMAL,PHESQU,284PH,5/11/2012,5,90.93,1.01,1,0,
ITEXJ,28,OTC,NORMAL,PHESQU,284PH,13/04/2013,6,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,PROCUN,284PR,15/05/2010,0,NA,NA,NA,0,
ITEXJ,28,OTC,NORMAL,PROCUN,284PR,22/11/2010,1,49.9,1.26,1.16,0,
ITEXJ,28,OTC,NORMAL,PROCUN,284PR,25/04/2011,2,99.05,1.87,1.9,0,
ITEXJ,28,OTC,NORMAL,PROCUN,284PR,30/10/2011,3,102.65,2.14,2.2,0,
ITEXJ,28,OTC,NORMAL,PROCUN,284PR,8/05/2012,4,174.32,3.55,3.57,0,
ITEXJ,28,OTC,NORMAL,PROCUN,284PR,5/11/2012,5,188.72,3.47,2.57,0,
ITEXJ,28,OTC,NORMAL,PROCUN,284PR,13/04/2013,6,224.43,8.39,6.06,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,291A,15/05/2010,0,27.4,1.1,0.8,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,291A,22/11/2010,1,30.7,1.17,0.9,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,291A,25/04/2011,2,59.29,2.01,1.47,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,291A,30/10/2011,3,58.7,2.12,1.44,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,291A,8/05/2012,4,82.43,2.38,2.31,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,291A,5/11/2012,5,89.59,1.75,1.21,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,291A,13/04/2013,6,88,2.32,2.35,0,NEAR POA TUSSOCK
ITEXJ,29,CTL,NORMAL,GREAUS,291G,15/05/2010,0,60.9,1.6,1.4,0,
ITEXJ,29,CTL,NORMAL,GREAUS,291G,22/11/2010,1,70.48,1.33,1.17,0,
ITEXJ,29,CTL,NORMAL,GREAUS,291G,25/04/2011,2,94.69,1.87,1.78,0,
ITEXJ,29,CTL,NORMAL,GREAUS,291G,30/10/2011,3,92.56,2.03,1.82,0,
ITEXJ,29,CTL,NORMAL,GREAUS,291G,8/05/2012,4,99.17,2.59,2.03,0,
ITEXJ,29,CTL,NORMAL,GREAUS,291G,5/11/2012,5,106.27,1.46,1.18,0,
ITEXJ,29,CTL,NORMAL,GREAUS,291G,13/04/2013,6,104.1,2.42,2.16,0,
ITEXJ,29,CTL,COMP,GREAUS,291GC,15/05/2010,0,49.1,1.1,0.9,0,
ITEXJ,29,CTL,COMP,GREAUS,291GC,22/11/2010,1,51.27,1.12,1.05,0,
ITEXJ,29,CTL,COMP,GREAUS,291GC,25/04/2011,2,59.95,1.21,1.28,0,
ITEXJ,29,CTL,COMP,GREAUS,291GC,30/10/2011,3,56.27,1.28,1.28,0,
ITEXJ,29,CTL,COMP,GREAUS,291GC,8/05/2012,4,NA,NA,NA,1,closest to peg
ITEXJ,29,CTL,COMP,GREAUS,291GC,5/11/2012,5,NA,NA,NA,1,closest to peg
ITEXJ,29,CTL,COMP,GREAUS,291GC,13/04/2013,6,NA,NA,NA,1,closest to peg
ITEXJ,29,CTL,NORMAL,PHESQU,291PH,15/05/2010,0,71,1.9,1.7,0,
ITEXJ,29,CTL,NORMAL,PHESQU,291PH,22/11/2010,1,81.56,2.31,1.54,0,
ITEXJ,29,CTL,NORMAL,PHESQU,291PH,25/04/2011,2,109.92,2.72,1.52,0,
ITEXJ,29,CTL,NORMAL,PHESQU,291PH,30/10/2011,3,102.82,3.18,1.85,0,
ITEXJ,29,CTL,NORMAL,PHESQU,291PH,8/05/2012,4,NA,NA,NA,1,
ITEXJ,29,CTL,NORMAL,PHESQU,291PH,5/11/2012,5,NA,NA,NA,1,
ITEXJ,29,CTL,NORMAL,PHESQU,291PH,13/04/2013,6,NA,NA,NA,1,
ITEXJ,29,CTL,NORMAL,PROCUN,291PR,15/05/2010,0,80.9,2.4,2.4,0,
ITEXJ,29,CTL,NORMAL,PROCUN,291PR,22/11/2010,1,96.17,2.61,3.19,0,
ITEXJ,29,CTL,NORMAL,PROCUN,291PR,25/04/2011,2,142.92,3.99,3.89,0,
ITEXJ,29,CTL,NORMAL,PROCUN,291PR,30/10/2011,3,139.98,4.38,4.51,0,
ITEXJ,29,CTL,NORMAL,PROCUN,291PR,8/05/2012,4,186.81,6.35,6.02,0,
ITEXJ,29,CTL,NORMAL,PROCUN,291PR,5/11/2012,5,195.07,5.37,5.11,0,
